0.60223444,0.18092252,0.42263459,0.038022067,0.25063196,0.011435316,0.28469413,0.2615232,-0.051686379,1.2360902,0.20731765,-0.024075388,1.6115367,0.033275001,0.14372377,0.18703187,0.49518282,0.47481622,0.22093766,0.62096872,0.65613537,0.053065341,0.18024899,0.23570724,2.2288107,0.15085124,0.049350115,0.32441972,0.19545047,0.48483073,1.8760977,0.32989914
0.61558286,0.19684959,0.39566685,0.045386269,0.2844287,0.027975826,0.3068934,0.25001555,-0.012761417,1.1909403,0.19674567,0.043239618,1.4379638,0.038676906,0.1877561,0.19230089,0.45207071,0.53923987,0.20416081,0.59043129,0.64705266,0.069098289,0.19264162,0.25636374,2.0698923,0.17906687,0.061539802,0.32944995,0.18646012,0.4496479,1.6946723,0.3432376
0.6308145,0.21267639,0.3692821,0.052103196,0.31844827,0.045002213,0.32749267,0.24008539,0.024531974,1.1501379,0.18715279,0.10878137,1.2694953,0.043757684,0.23427236,0.20186028,0.41156612,0.60250096,0.18887641,0.55840036,0.64150112,0.085042076,0.20602717,0.27827064,1.9224568,0.20713039,0.074427644,0.33814504,0.1798364,0.41490626,1.5173988,0.35925788
0.64886203,0.22804027,0.34402394,0.057903903,0.35254474,0.062470252,0.34616503,0.23221202,0.059607184,1.1152724,0.1790714,0.17136385,1.109878,0.04847362,0.28275302,0.21626066,0.3748621,0.66308184,0.17548278,0.52567509,0.6399554,0.10068192,0.2203884,0.30122727,1.7899393,0.23434571,0.087909459,0.350753,0.1761424,0.38137955,1.3487371,0.37802483
0.66971826,0.2426863,0.31998858,0.062596635,0.3865425,0.080361491,0.36291698,0.22658098,0.092021211,1.0859985,0.1724673,0.22990222,0.96251791,0.0527888,0.33297073,0.2359609,0.34300303,0.72034923,0.16444063,0.49329502,0.64264544,0.1158693,0.23560668,0.32498453,1.6749491,0.26006381,0.1020827,0.36741409,0.17583736,0.34963215,1.1924128,0.3994824
0.6937879,0.25602864,0.29747839,0.066273321,0.42022577,0.09853636,0.37843326,0.2232355,0.12180206,1.0630069,0.16775029,0.28356185,0.82997356,0.056695401,0.38486672,0.26125952,0.3166372,0.77458212,0.15620153,0.46246119,0.64957206,0.1305021,0.25153264,0.34914974,1.5793683,0.28364929,0.11703291,0.38812699,0.17922985,0.32013107,1.0514314,0.42344524
0.72085543,0.26789433,0.27641612,0.068907743,0.45352007,0.11693604,0.39335741,0.22245394,0.14846644,1.0454456,0.16474304,0.3318546,0.7137233,0.060286684,0.43832866,0.29223467,0.29595428,0.82670149,0.15115504,0.43439,0.66015058,0.14460098,0.26795241,0.37343225,1.5015618,0.30447585,0.13280405,0.41264972,0.18652635,0.29331595,0.92808213,0.44919246
0.75072841,0.27778689,0.25710618,0.070668468,0.48612541,0.1354877,0.40850815,0.22390179,0.17230558,1.0329368,0.16373282,0.37476411,0.61435555,0.063689972,0.49298542,0.32873145,0.28073148,0.87720004,0.1497587,0.40981743,0.67418879,0.15813827,0.28472558,0.39764936,1.4405988,0.32237194,0.14945492,0.44050889,0.19792364,0.26953492,0.82372757,0.47610256
0.78284791,0.28599753,0.23983726,0.071778784,0.51796072,0.15408996,0.42441479,0.22789141,0.19322758,1.0243241,0.16450423,0.41275667,0.53169383,0.067035586,0.54833714,0.37039797,0.27044164,0.9261304,0.15210983,0.3893899,0.6918866,0.17102378,0.30186165,0.42158472,1.3956445,0.3376348,0.16699055,0.47104142,0.21363799,0.2492059,0.73883075,0.50359643
0.81639419,0.2926789,0.22520186,0.072393975,0.54858628,0.17267118,0.44161351,0.23416533,0.21132624,1.018491,0.16717721,0.44654342,0.46505423,0.07042645,0.60400519,0.4166687,0.26441627,0.97306156,0.15837204,0.37361689,0.71355032,0.18307287,0.31966908,0.4449712,1.3647141,0.35056118,0.18532119,0.50322998,0.23389022,0.23264721,0.67384917,0.53113696
0.85035359,0.29840097,0.21375968,0.07276804,0.57797557,0.19115805,0.4602585,0.24269511,0.22725518,1.0142086,0.17147085,0.47685965,0.41354328,0.073949129,0.65945525,0.46677317,0.26222727,1.0175104,0.16859541,0.36301153,0.73901746,0.19412868,0.33863277,0.46752457,1.3445013,0.36138307,0.20435437,0.53562775,0.2587251,0.22029834,0.62763912,0.55816534
0.88352079,0.30349435,0.20595306,0.073055332,0.60535235,0.20951005,0.4803143,0.25339406,0.24137728,1.010275,0.17736613,0.50437651,0.37596409,0.077680933,0.71380426,0.51953103,0.26392763,1.058828,0.18271844,0.35752827,0.76815838,0.20396286,0.35904771,0.48887139,1.3320794,0.37036859,0.22393281,0.56664099,0.28822499,0.21201839,0.59940356,0.58392693
0.91410405,0.30829136,0.20242616,0.073420091,0.63061635,0.22771417,0.50171468,0.2658718,0.2545921,1.0057091,0.18468589,0.52975939,0.35070374,0.081691995,0.76582895,0.57351144,0.26973894,1.0956788,0.20066167,0.35702685,0.80092066,0.21240466,0.38107222,0.50903729,1.3246449,0.37774722,0.2438432,0.59485657,0.32246233,0.20763133,0.58847603,0.60737006
0.94134924,0.31305029,0.20330042,0.073972712,0.65286151,0.24586468,0.52378883,0.2801176,0.26758001,1.0001347,0.19345249,0.55356411,0.33572376,0.086057001,0.8145972,0.62701783,0.27960154,1.1268663,0.22234951,0.36140402,0.83697813,0.21954184,0.40474576,0.52817281,1.319683,0.38376784,0.26402105,0.61912151,0.3615427,0.20686109,0.5942434,0.62757908
0.9638544,0.31799985,0.2093422,0.074814672,0.67242277,0.26412633,0.54596446,0.29551409,0.28109799,0.99334068,0.20363392,0.57615514,0.32868567,0.090861208,0.8596088,0.67849966,0.29310572,1.1523316,0.24742819,0.37039271,0.87589247,0.22573516,0.4300336,0.54658417,1.3159879,0.38856516,0.28447465,0.638198,0.40554263,0.20934291,0.61575751,0.64456688
0.98234458,0.32335232,0.22026689,0.076025781,0.68869545,0.28278274,0.56751807,0.31178682,0.29565361,0.9856911,0.21524668,0.59781318,0.32706138,0.096118367,0.90067212,0.72693144,0.30963827,1.1729971,0.2756705,0.38377748,0.91707496,0.2313899,0.45663732,0.56457945,1.3130474,0.39245579,0.30508873,0.65089816,0.4543969,0.21461866,0.6517425,0.65885184
0.99692366,0.32922431,0.23702644,0.077643187,0.70245074,0.30204271,0.58787351,0.32851475,0.31192507,0.97751026,0.22834377,0.61900384,0.32844238,0.10183147,0.93824975,0.77183916,0.32869075,1.1902484,0.30679079,0.40063378,0.9595136,0.23690448,0.48430618,0.58212034,1.3100765,0.39600221,0.32562737,0.65613997,0.50797374,0.22193135,0.70087445,0.67114278
1.0093166,0.33566459,0.25892614,0.079780795,0.71362668,0.32203092,0.60639187,0.34535597,0.33033367,0.9694788,0.24298137,0.6402274,0.33113481,0.10798496,0.97339781,0.81375296,0.35005928,1.2057417,0.34035013,0.42035493,1.001454,0.24254623,0.51272173,0.59897129,1.3060893,0.39991328,0.34565276,0.65318151,0.56572774,0.23076354,0.76227505,0.68216017
1.0208207,0.34268623,0.28710179,0.082450732,0.72318715,0.34302802,0.62286062,0.36196652,0.35118506,0.96236468,0.25941164,0.6618491,0.33427219,0.11460582,1.0074812,0.85415904,0.37360575,1.2204801,0.37573213,0.44241496,1.0411635,0.24839018,0.54159697,0.61500309,1.3006277,0.40485799,0.36460111,0.64225999,0.62677335,0.24079138,0.83423101,0.69222117
1.0329316,0.35028388,0.32046544,0.085669703,0.73138681,0.36503782,0.63750835,0.37817267,0.37503182,0.95689216,0.27770614,0.68393299,0.33764956,0.12170674,1.0417649,0.89493151,0.39904639,1.2354157,0.41213013,0.46630784,1.0771933,0.25439472,0.57063281,0.63051594,1.2936952,0.41125499,0.38208475,0.62443937,0.68997616,0.25188207,0.91536026,0.70128985
